agency,agencyDetail,description,date,weekday,hour,zipcode,lat,lng,borough,tempMax,tempMin
FDNY,Bureau of Fire Prevention - Highrise Unit - Inspections,On Site Test,12312013,1,11,10001,40.752657059892556,-73.993109840937,MANHATTAN,32.0,21.2
DOF,Personal Exemption Unit,Tax Exemption,12312013,1,11,10023,40.771517756240904,-73.98215055305542,MANHATTAN,32.0,21.2
NYPD,New York City Police Department,No Access,12312013,1,11,11368,40.75360322867131,-73.86145488620241,QUEENS,32.0,21.2
TLC,Taxi and Limousine Commission,Driver Complaint,12312013,1,11,10001,40.7515235264882,-73.99394730218468,MANHATTAN,32.0,21.2
NYPD,New York City Police Department,Blocked Hydrant,12312013,1,11,11234,40.625279987554165,-73.93223857637449,BROOKLYN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11212,40.65417283733935,-73.91358748559647,BROOKLYN,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Food Contains Foreign Object,12312013,1,11,10025,40.79545785031601,-73.97117924529954,MANHATTAN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11206,40.695704774731325,-73.94636469146269,BROOKLYN,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Chemical Vapors/Gases/Odors,12312013,1,11,10040,40.863809365568805,-73.92730282816437,MANHATTAN,32.0,21.2
DOF,Senior Citizen Rent Increase Exemption Unit,Application Renewal,12312013,1,11,11209,40.633054541514966,-74.02243845153373,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11206,40.693751350679236,-73.93719591290304,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,"Oil Spill On Street, Large (HQL)",12312013,1,11,10451,40.811590549364205,-73.92621109131636,BRONX,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11206,40.69698633989122,-73.93522383122014,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11221,40.69673632583382,-73.93479853350624,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12312013,1,11,11433,40.69675046930447,-73.798012289156,QUEENS,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11225,40.66114025647669,-73.96105858957027,BROOKLYN,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Chemical Vapors/Gases/Odors,12312013,1,11,10452,40.83666176507659,-73.91561635328644,BRONX,32.0,21.2
DOT,Department of Transportation,Street Light Cycling,12312013,1,11,11206,40.69884912639861,-73.93856875187873,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11206,40.70807123284358,-73.94332134724344,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Lamppost Base Door/Cover Open,12312013,1,11,11217,40.686646783546806,-73.97981151865936,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11231,40.679225966878995,-74.01290347100735,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Cycling,12312013,1,11,11215,40.67216092951141,-73.98720964919649,BROOKLYN,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Food Contains Foreign Object,12312013,1,11,10033,40.84755875915142,-73.93803744195404,MANHATTAN,32.0,21.2
DOT,Department of Transportation,Pothole - Highway,12312013,1,11,10314,40.60839517325378,-74.12772736299043,STATEN ISLAND,32.0,21.2
DOT,Department of Transportation,Defective Hardware,12312013,1,11,11220,40.632777850395435,-74.01952007482983,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11215,40.669054342450615,-73.99302835787591,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11215,40.67096156945796,-73.98821203635606,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11216,40.680635830773596,-73.94047476226626,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11213,40.67973116659351,-73.93739659508752,BROOKLYN,32.0,21.2
DOT,Department of Transportation,"Rough, Pitted or Cracked Roads",12312013,1,11,11691,40.600214073522146,-73.74702143486051,QUEENS,32.0,21.2
DOB,Department of Buildings,Failure To Maintain,12312013,1,11,11367,40.74155940507408,-73.82524129098638,QUEENS,32.0,21.2
TLC,Taxi and Limousine Commission,Driver Complaint,12312013,1,11,10010,40.743030922348815,-73.9891556121082,MANHATTAN,32.0,21.2
DOT,Department of Transportation,Street Cleaning - ASP,12312013,1,11,11693,40.58852017929373,-73.80737315833392,QUEENS,32.0,21.2
NYPD,New York City Police Department,Loud Music/Party,12312013,1,11,11106,40.76197072257963,-73.92538165997419,QUEENS,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11221,40.68462562214732,-73.93836912349013,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Street Flooding (SJ),12312013,1,11,10306,40.55549263485889,-74.11662513950688,STATEN ISLAND,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11213,40.67973116659351,-73.93739659508752,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11207,40.66406110019954,-73.89868083631158,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11216,40.68578040283673,-73.95439171425565,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Noise: Jack Hammering (NC2),12312013,1,11,10011,40.73498372388119,-73.99529110913801,MANHATTAN,32.0,21.2
DOB,DOB Inspections - Queens,Initial - Construction,12312013,1,11,11354,40.76596447752311,-73.82262135095765,QUEENS,32.0,21.2
NYPD,New York City Police Department,Blocked Sidewalk,12312013,1,11,10027,40.814870259587494,-73.95875768012662,MANHATTAN,32.0,21.2
DSNY,A - Manhattan,E1 Improper Disposal,12312013,1,11,10012,40.72587373770016,-73.99256782441572,MANHATTAN,32.0,21.2
NYPD,New York City Police Department,Loud Music/Party,12312013,1,11,10035,40.79688946995847,-73.93477267390007,MANHATTAN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11217,40.678501621602926,-73.97289182846927,BROOKLYN,32.0,21.2
DOB,Department of Buildings,Cons - Contrary/Beyond Approved Plans/Permits,12312013,1,11,10023,40.776591828551574,-73.97682355765838,MANHATTAN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11217,40.68115298349426,-73.97251578566542,BROOKLYN,32.0,21.2
NYPD,New York City Police Department,With License Plate,12312013,1,11,10027,40.81453296968544,-73.95963576525371,MANHATTAN,32.0,21.2
DEP,Department of Environmental Protection,Lead Kit Request (Residential) (L10),12312013,1,11,11213,40.66784810318499,-73.94643034834631,BROOKLYN,32.0,21.2
DSNY,BCC - Brooklyn North,15 Street Cond/Dump-Out/Drop-Off,12312013,1,11,11211,40.71617570185001,-73.93170607331355,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Defective (WC2),12312013,1,11,11230,40.616518463426665,-73.96165732968997,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Out of Order,12312013,1,11,11101,40.756216801646865,-73.91990166999393,QUEENS,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Food Temperature,12312013,1,11,11367,40.72580956587566,-73.82139693188572,QUEENS,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11238,40.68112057292998,-73.96442160589702,BROOKLYN,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,1 or 2,12312013,1,11,10011,40.73954278722346,-73.99607024288566,MANHATTAN,32.0,21.2
DOT,Department of Transportation,Veh Signal Visor,12312013,1,11,11213,40.66940234292456,-73.94219706684515,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Leaking (WC1),12312013,1,11,11213,40.67000341443878,-73.94212805414828,BROOKLYN,32.0,21.2
NYPD,New York City Police Department,Congestion/Gridlock,12312013,1,11,11219,40.629652804521605,-73.99054664495891,BROOKLYN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11212,40.65417283733935,-73.91358748559647,BROOKLYN,32.0,21.2
DOE,School - PS 36 Saint Albans School,Unclean Condition,12312013,1,11,11412,40.69082820321146,-73.76390696200795,QUEENS,32.0,21.2
DSNY,BCC - Bronx,1R Missed Recycling-All Materials,12312013,1,11,10469,40.882657281627,-73.85474158901361,BRONX,32.0,21.2
NYPD,New York City Police Department,Car/Truck Music,12312013,1,11,11211,40.71808544588683,-73.95228812016784,BROOKLYN,32.0,21.2
DPR,Department of Parks and Recreation,Branch or Limb Has Fallen Down,12312013,1,11,11378,40.72299514502762,-73.90988694377147,QUEENS,32.0,21.2
DEP,Department of Environmental Protection,"Wasting Faucets,Sinks,Flushometer,Urinal,Etc. - Private Residence (CWR)",12312013,1,11,11365,40.73746609313846,-73.77422798693497,QUEENS,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11225,40.66408306298056,-73.94816714170852,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Pothole,12312013,1,11,11354,40.7688847957469,-73.81903226462475,QUEENS,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11225,40.66114025647669,-73.96105858957027,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Defective Hardware,12312013,1,11,11211,40.71617570185001,-73.93170607331355,BROOKLYN,32.0,21.2
NYPD,New York City Police Department,Commercial Overnight Parking,12312013,1,11,10027,40.81214789935838,-73.95990092640797,MANHATTAN,32.0,21.2
DSNY,Manhattan 05,1 Missed Collection,12312013,1,11,10003,40.7373353666642,-73.9872404399948,MANHATTAN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11217,40.678501621602926,-73.97289182846927,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Pedestrian Signal,12312013,1,11,10012,40.720625890600495,-73.99497105001717,MANHATTAN,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Chemical Vapors/Gases/Odors,12312013,1,11,10019,40.76361120212056,-73.99116297354979,MANHATTAN,32.0,21.2
DPR,Department of Parks and Recreation,Branch or Limb Has Fallen Down,12312013,1,11,11105,40.77377389783952,-73.90093291486869,QUEENS,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11209,40.63372397873045,-74.02388342767199,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11209,40.61834069537413,-74.03017428968899,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11220,40.63346927405928,-74.0210118597339,BROOKLYN,32.0,21.2
DSNY,A - Brooklyn,E3 Dirty Sidewalk,12312013,1,11,11217,40.67573253292103,-73.9745945800369,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11209,40.613818004233494,-74.03706968512104,BROOKLYN,32.0,21.2
DOB,Department of Buildings,Electrical Wiring Defective/Exposed,12312013,1,11,11419,40.691270344821504,-73.83111743579738,QUEENS,32.0,21.2
DOT,Department of Transportation,Coin or Card Did Not Register,12312013,1,11,10013,40.71978609470951,-73.99852452322475,MANHATTAN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11209,40.637305494034216,-74.0360702716539,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11209,40.62163685887652,-74.04022236627941,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11220,40.6358964297921,-74.01630712203558,BROOKLYN,32.0,21.2
NYPD,New York City Police Department,Double Parked Blocking Vehicle,12312013,1,11,10457,40.840679751219476,-73.89827089882866,BRONX,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11218,40.654535000151434,-73.97642266950723,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11218,40.65474666864261,-73.97804079329605,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11218,40.656912028283664,-73.97665609738827,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Glassware Missing,12312013,1,11,11219,40.64453528440371,-73.99426690452185,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Defective Hardware,12312013,1,11,11217,40.675086880317906,-73.97188378703622,BROOKLYN,32.0,21.2
DOF,Personal Exemption Unit,Tax Exemption,12312013,1,11,10009,40.73372510126739,-73.98067406646658,MANHATTAN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11217,40.68115298349426,-73.97251578566542,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11219,40.63425845312029,-73.98933181550392,BROOKLYN,32.0,21.2
NYPD,New York City Police Department,No Access,12312013,1,11,11225,40.65815602748676,-73.95917534010593,BROOKLYN,32.0,21.2
DSNY,BCC - Queens East,2 Bulk-Missed Collection,12312013,1,11,11432,40.71363046830479,-73.78420688333924,QUEENS,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11214,40.60640458031049,-74.00713436549732,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11214,40.60264693381791,-74.00745807136765,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11214,40.60307801542039,-74.00463476572553,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11214,40.602290152186924,-74.00678101078569,BROOKLYN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11368,40.75345569439145,-73.85531207799507,QUEENS,32.0,21.2
DSNY,BCC - Staten Island,1 Missed Collection,12312013,1,11,10303,40.63487302430443,-74.16141146105265,STATEN ISLAND,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11214,40.59876603033072,-74.00072019680037,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Credit Card Stuck in Meter,12312013,1,11,10024,40.78515581987176,-73.97900165965613,MANHATTAN,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Defective (WC2),12312013,1,11,10017,40.75757077969851,-73.97685183334961,MANHATTAN,32.0,21.2
DSNY,BCC - Bronx,3 Sweeping/Missed-Inadequate,12312013,1,11,10472,40.82888363971139,-73.86661351067877,BRONX,32.0,21.2
DPR,Department of Parks and Recreation,Branch or Limb Has Fallen Down,12312013,1,11,11234,40.61619690587357,-73.90440490958368,BROOKLYN,32.0,21.2
DSNY,Queens East 12,14 Derelict Vehicles,12312013,1,11,11433,40.701127877881476,-73.78856075550298,QUEENS,32.0,21.2
DEP,Department of Environmental Protection,"Oil Spill On Street, Large (HQL)",12312013,1,11,10302,40.62495777094576,-74.14576746414191,STATEN ISLAND,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11235,40.5945255826406,-73.93400535019472,BROOKLYN,32.0,21.2
DOF,Senior Citizen Rent Increase Exemption Unit,Miscellaneous,12312013,1,11,11215,40.67756799191511,-73.98597201522034,BROOKLYN,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,3 or More,12312013,1,11,11360,40.779012083546895,-73.78208491752011,QUEENS,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11223,40.59783310782287,-73.96548504970059,BROOKLYN,32.0,21.2
DOF,Senior Citizen Rent Increase Exemption Unit,Application Renewal,12312013,1,11,11368,40.738832527923456,-73.86275581250639,QUEENS,32.0,21.2
EDC,Economic Development Corporation,Other,12312013,1,11,10037,40.818776996349065,-73.93673831012688,MANHATTAN,32.0,21.2
DPR,Department of Parks and Recreation,Unauthorized Tree Removal,12312013,1,11,11230,40.634182241746146,-73.96495103587577,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11207,40.6537103671156,-73.89245811466894,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11207,40.6801624866782,-73.89318700925243,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11208,40.68432397172067,-73.8770957292295,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Leak (Use Comments) (WA2),12312013,1,11,10463,40.871409251043765,-73.90446467228814,BRONX,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11208,40.67086159056072,-73.86316964956234,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11208,40.67380878486726,-73.86490123238077,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12312013,1,11,11206,40.693640084561636,-73.95112641575545,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11365,40.739317793920286,-73.77511303461357,QUEENS,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11207,40.67048195939977,-73.89651898202584,BROOKLYN,32.0,21.2
DOB,Department of Buildings,Electrical Wiring Defective/Exposed,12312013,1,11,11355,40.75731724552224,-73.82904052280523,QUEENS,32.0,21.2
DSNY,Brooklyn South 10,14 Derelict Vehicles,12312013,1,11,11228,40.62374060190173,-74.00849429750409,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11212,40.66912434544364,-73.914508963693,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11212,40.66618076951064,-73.90596977435693,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11207,40.66881803136839,-73.8989403631687,BROOKLYN,32.0,21.2
NYPD,New York City Police Department,Blocked Sidewalk,12312013,1,11,11226,40.654281299690346,-73.9618050132615,BROOKLYN,32.0,21.2
DOF,Senior Citizen Rent Increase Exemption Unit,Application Renewal,12312013,1,11,10025,40.807552126451796,-73.96492476425959,MANHATTAN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11237,40.69916618699422,-73.9149140284842,BROOKLYN,32.0,21.2
DSNY,Department of Sanitation,Graffiti,12312013,1,11,10468,40.87130027643416,-73.89288721314844,BRONX,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11222,40.722864167534425,-73.94627428763627,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Ped Multiple Lamps,12312013,1,11,11373,40.7343762769571,-73.87341674191903,QUEENS,32.0,21.2
DCA,Department of Consumer Affairs,Non-Delivery Goods/Services,12312013,1,11,11377,40.753433820009185,-73.90565531561742,QUEENS,32.0,21.2
DOB,Department of Buildings,Building Shaking/Vibrating/Structural Stability,12312013,1,11,11435,40.69880150068988,-73.80477167484851,QUEENS,32.0,21.2
TLC,Taxi and Limousine Commission,Driver Complaint,12312013,1,11,11238,40.67768411468143,-73.96441622871374,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11217,40.68405253749512,-73.97745785403546,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Dayburning,12312013,1,11,11238,40.67259425568092,-73.97041400995766,BROOKLYN,32.0,21.2
DOT,Department of Transportation,No Receipt,12312013,1,11,11201,40.69284603813869,-73.99310159754657,BROOKLYN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,11,11105,40.77325884124021,-73.89887213026319,QUEENS,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11217,40.68026692062235,-73.97469019800482,BROOKLYN,32.0,21.2
DOB,Department of Buildings,Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,12312013,1,11,10040,40.865066217231345,-73.92695437533123,MANHATTAN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,11,11217,40.67973435074979,-73.97431183772623,BROOKLYN,32.0,21.2
TLC,Taxi and Limousine Commission,Driver Complaint,12312013,1,11,11430,40.64824355950897,-73.7882418550958,QUEENS,32.0,21.2
DOB,Department of Buildings,Elevator - Defective/Not Working,12312013,1,11,10467,40.861292945123054,-73.86406847937133,BRONX,32.0,21.2
DOB,Department of Buildings,Elevator - Defective/Not Working,12312013,1,11,10457,40.85009897385511,-73.90071441609523,BRONX,32.0,21.2
NYPD,New York City Police Department,No Access,12312013,1,11,11369,40.75832597445871,-73.86763555150561,QUEENS,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Defective (WC2),12312013,1,11,10001,40.74902259948163,-73.98803942302837,MANHATTAN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,10,11105,40.76934068047011,-73.9036255051477,QUEENS,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Running (WC3),12312013,1,10,11230,40.616518463426665,-73.96165732968997,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Coin or Card Did Not Register,12312013,1,10,11432,40.70695587911755,-73.7905260311082,QUEENS,32.0,21.2
DPR,Department of Parks and Recreation,Rodent Sighting,12312013,1,10,10003,40.72977626532991,-73.98680891976119,MANHATTAN,32.0,21.2
DOB,Department of Buildings,Boiler - Defective/Inoperative/No Permit,12312013,1,10,10453,40.84773526155697,-73.91012277906285,BRONX,32.0,21.2
DEP,Department of Environmental Protection,Leak (Use Comments) (WA2),12312013,1,10,10463,40.871409251043765,-73.90446467228814,BRONX,32.0,21.2
NYPD,New York City Police Department,No Access,12312013,1,10,11378,40.733555601353075,-73.89528803332267,QUEENS,32.0,21.2
DOB,Department of Buildings,Cons - Contrary/Beyond Approved Plans/Permits,12312013,1,10,10303,40.62637303113311,-74.15898805043504,STATEN ISLAND,32.0,21.2
DCA,Department of Consumer Affairs,Damaged/Defective Goods,12312013,1,10,10007,40.715501416148484,-74.0052053205853,MANHATTAN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,10,11105,40.76934068047011,-73.9036255051477,QUEENS,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,10,11101,40.75732652904412,-73.93925117061258,QUEENS,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Running (WC3),12312013,1,10,11235,40.579913976358185,-73.93706536148993,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Defective (WC2),12312013,1,10,11230,40.616518463426665,-73.96165732968997,BROOKLYN,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Dirty/Inadequate Equip./Facility,12312013,1,10,10003,40.7294005172637,-73.98957275523014,MANHATTAN,32.0,21.2
DEP,Department of Environmental Protection,Noise: Construction Equipment (NC1),12312013,1,10,11216,40.67648100773025,-73.95413129046956,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Dirty Water (WE),12312013,1,10,10314,40.588309531612694,-74.15393964346077,STATEN ISLAND,32.0,21.2
TLC,Taxi and Limousine Commission,Driver Complaint,12312013,1,10,11221,40.69235718894852,-73.94280822351726,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Leaking (WC1),12312013,1,10,10011,40.74843294790897,-74.00591166313441,MANHATTAN,32.0,21.2
DOB,Department of Buildings,Elevator - Defective/Not Working,12312013,1,10,10452,40.8363185100683,-73.92747742112152,BRONX,32.0,21.2
DOT,Department of Transportation,Controller,12312013,1,10,11103,40.761693895583996,-73.91788803786308,QUEENS,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,10,11355,40.753874227191695,-73.8264686554852,QUEENS,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Dust from Construction,12312013,1,10,10009,40.723677559514094,-73.98812694958113,MANHATTAN,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Defective (WC2),12312013,1,10,11230,40.616518463426665,-73.96165732968997,BROOKLYN,32.0,21.2
DPR,Department of Parks and Recreation,Dead Branches in Tree,12312013,1,10,11231,40.68401900177931,-73.99623216083918,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Controller,12312013,1,10,10312,40.56152224988719,-74.1718512388755,STATEN ISLAND,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Inadequate or No Heat,12312013,1,10,10001,40.75043901290063,-73.98929516428778,MANHATTAN,32.0,21.2
DOT,Department of Transportation,Defective Hardware,12312013,1,10,11233,40.67402752013986,-73.91219544703421,BROOKLYN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,10,11433,40.699977062638006,-73.79267216452689,QUEENS,32.0,21.2
DOB,Department of Buildings,Building Shaking/Vibrating/Structural Stability,12312013,1,10,11207,40.661140917194935,-73.88716936124624,BROOKLYN,32.0,21.2
DSNY,BCC - Queens East,2 Bulk-Missed Collection,12312013,1,10,11432,40.725418042011015,-73.78503098744613,QUEENS,32.0,21.2
DOB,Department of Buildings,Illegal Conversion Of Residential Building/Space,12312013,1,10,10308,40.56377641224533,-74.14768905452515,STATEN ISLAND,32.0,21.2
NYPD,New York City Police Department,Blocked Hydrant,12312013,1,10,11231,40.68401900177931,-73.99623216083918,BROOKLYN,32.0,21.2
NYPD,New York City Police Department,No Access,12312013,1,10,11223,40.60265262660716,-73.97470521563609,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Knocked Over/Missing (WC),12312013,1,10,11230,40.616518463426665,-73.96165732968997,BROOKLYN,32.0,21.2
DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",E15 Illegal Postering,12312013,1,10,11204,40.60796771406343,-73.9806960652744,BROOKLYN,32.0,21.2
DOB,Department of Buildings,Building Shaking/Vibrating/Structural Stability,12312013,1,10,11231,40.67721995621971,-73.99162867885337,BROOKLYN,32.0,21.2
DOF,Senior Citizen Rent Increase Exemption Unit,Application Renewal,12312013,1,10,11238,40.67395954247902,-73.9646994093609,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,Hydrant Leaking (WC1),12312013,1,10,10458,40.858412010370984,-73.88799150923121,BRONX,32.0,21.2
DOT,Department of Transportation,No Receipt,12312013,1,10,11432,40.71317217294801,-73.7857197736384,QUEENS,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Inadequate or No Heat,12312013,1,10,10017,40.752208690499884,-73.96992388156629,MANHATTAN,32.0,21.2
DSNY,BCC - Staten Island,2 Bulk-Missed Collection,12312013,1,10,10303,40.62209205469405,-74.15833305077442,STATEN ISLAND,32.0,21.2
DSNY,Manhattan 03,1 Missed Collection,12312013,1,10,10002,40.71539709626228,-73.99439067162697,MANHATTAN,32.0,21.2
DEP,Department of Environmental Protection,Leak (Use Comments) (WA2),12312013,1,10,10010,40.74059086068517,-73.98939057145745,MANHATTAN,32.0,21.2
DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",E15 Illegal Postering,12312013,1,10,11204,40.6105231980541,-73.98117794317155,BROOKLYN,32.0,21.2
DOHMH,Department of Health and Mental Hygiene,Dust from Construction,12312013,1,10,11219,40.62804995377406,-74.00805893572412,BROOKLYN,32.0,21.2
DSNY,BCC - Queens East,1 Missed Collection,12312013,1,10,11693,40.60356015278853,-73.81995575073756,QUEENS,32.0,21.2
DOF,Senior Citizen Rent Increase Exemption Unit,Rent Discrepancy,12312013,1,10,10471,40.89290618952,-73.90850281167015,BRONX,32.0,21.2
DEP,Department of Environmental Protection,Catch Basin Clogged/Flooding (Use Comments) (SC),12312013,1,10,11235,40.57893954796831,-73.93702308068379,BROOKLYN,32.0,21.2
DEP,Department of Environmental Protection,"Noise, Barking Dog (NR5)",12312013,1,10,11225,40.65912541520786,-73.96055156753197,BROOKLYN,32.0,21.2
NYPD,New York City Police Department,Engine Idling,12312013,1,10,11210,40.63271322346534,-73.94882560209363,BROOKLYN,32.0,21.2
DOT,Department of Transportation,Street Light Out,12312013,1,10,11238,40.68640270041725,-73.96848964192199,BROOKLYN,32.0,21.2
DOB,Department of Buildings,SEP - Professional Certification Compliance Audit,12312013,1,10,11433,40.699977062638006,-73.79267216452689,QUEENS,32.0,21.2
